devID,s_corr0,s_corr_offset,s_offset_samples,s_offset_time,Length_xcorr_samples,Length_xcorr_time,auto_offset_time,Full_CCC,dt_offset,synch_dev_time
VN102,0.23754377705329946,0.36768459261811676,65,0.25390625,4609,18.435999999997968,-1.9319999999997872,"(array([-2304, -2303, -2302, ...,  2302,  2303,  2304]), array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       3.59354419e-64, 2.16228262e-64, 1.22461066e-64]), <matplotlib.collections.LineCollection object at 0x13d4a28b0>, <matplotlib.lines.Line2D object at 0x13d4a27f0>)",2023-02-15 11:16:56.972906250+00:00,2023-02-15 11:16:50.972906250+00:00
VN107,0.3023962727416087,0.4369130885227482,-53,-0.21199999999997665,4609,18.435999999997968,-0.21199999999997665,"(array([-2304, -2303, -2302, ...,  2302,  2303,  2304]), array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       2.75250523e-64, 1.68617378e-64, 7.11204157e-65]), <matplotlib.collections.LineCollection object at 0x13dfb45b0>, <matplotlib.lines.Line2D object at 0x13dfb44f0>)",,2023-02-15 11:16:50.507000+00:00
VN106,0.23250406657862155,0.4123429606422466,-236,-0.943999999999896,4609,18.435999999997968,-0.943999999999896,"(array([-2304, -2303, -2302, ...,  2302,  2303,  2304]), array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       1.72475376e-64, 9.31447758e-65, 3.95466044e-65]), <matplotlib.collections.LineCollection object at 0x13e8fe970>, <matplotlib.lines.Line2D object at 0x13e8fe8b0>)",,2023-02-15 11:16:49.775000+00:00
VN108,0.2845447103538717,0.36678991494328317,-380,-1.5199999999998326,4609,18.435999999997968,-1.5199999999998326,"(array([-2304, -2303, -2302, ...,  2302,  2303,  2304]), array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       2.85735448e-64, 1.56250626e-64, 3.94867285e-65]), <matplotlib.collections.LineCollection object at 0x13f487e50>, <matplotlib.lines.Line2D object at 0x13f487d90>)",,2023-02-15 11:16:49.199000+00:00
VN101,0.31911467451855746,0.34916193323164124,-325,-1.26953125,4609,18.435999999997968,-1.2639999999998608,"(array([-2304, -2303, -2302, ...,  2302,  2303,  2304]), array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       1.63949361e-64, 1.13778064e-64, 5.63292155e-65]), <matplotlib.collections.LineCollection object at 0x13ffe0250>, <matplotlib.lines.Line2D object at 0x13ffe0190>)",2023-02-15 11:16:55.449468750+00:00,2023-02-15 11:16:49.449468750+00:00
VN105,0.24901822928480097,0.49758523320304315,-48,-0.19199999999997885,4609,18.435999999997968,-0.19199999999997885,"(array([-2304, -2303, -2302, ...,  2302,  2303,  2304]), array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       1.03550964e-64, 6.38489129e-65, 2.24071760e-65]), <matplotlib.collections.LineCollection object at 0x140b27b80>, <matplotlib.lines.Line2D object at 0x140b27ac0>)",,2023-02-15 11:16:50.527000+00:00
VN103,0.2930463448482187,0.43251959248350874,17,0.06640625,4609,18.435999999997968,-2.1359999999997648,"(array([-2304, -2303, -2302, ...,  2302,  2303,  2304]), array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       3.84391929e-64, 2.57288195e-64, 1.11619556e-64]), <matplotlib.collections.LineCollection object at 0x141631f40>, <matplotlib.lines.Line2D object at 0x141631e80>)",2023-02-15 11:16:56.785406250+00:00,2023-02-15 11:16:50.785406250+00:00
VN104,0.3048319003575957,0.3648657028539531,-54,-0.2109375,4609,18.435999999997968,-0.2159999999999762,"(array([-2304, -2303, -2302, ...,  2302,  2303,  2304]), array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       1.60895550e-64, 8.79567769e-65, 4.86080539e-65]), <matplotlib.collections.LineCollection object at 0x1422469d0>, <matplotlib.lines.Line2D object at 0x142246910>)",2023-02-15 11:16:56.508062500+00:00,2023-02-15 11:16:50.508062500+00:00
VN205,0.22924741542198732,0.45921246995224535,-161,-0.6439999999999291,4609,18.435999999997968,-0.6439999999999291,"(array([-2304, -2303, -2302, ...,  2302,  2303,  2304]), array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       1.49220152e-64, 8.06786384e-65, 3.27897907e-65]), <matplotlib.collections.LineCollection object at 0x142e51730>, <matplotlib.lines.Line2D object at 0x142e51670>)",,2023-02-15 11:16:50.075000+00:00
VN203,0.27995909601265284,0.5039783802444298,-170,-0.6799999999999251,4609,18.435999999997968,-0.6799999999999251,"(array([-2304, -2303, -2302, ...,  2302,  2303,  2304]), array([0.00000000e+00, 0.00000000e+00, 0.00000000e+00, ...,
       1.21393405e-64, 7.42423072e-65, 2.80423623e-65]), <matplotlib.collections.LineCollection object at 0x1439310a0>, <matplotlib.lines.Line2D object at 0x1438dfaf0>)",,2023-02-15 11:16:50.039000+00:00
